url,year,title,reviews,tomatometer,av_rating,audience,box_office,director,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6
/m/cloudy_with_a_chance_of_meatballs_2_2013,2013,Cloudy With a Chance of Meatballs 2,118,70.0,6.4,66,119793567,"Kris Pearn, Cody Cameron",Bill Hader,Anna Faris,James Caan,Kristen Schaal,Terry Crews,Andy Samberg
/m/the_outsider_2014,2014,The Outsider,20,5.0,3.5,12,NA,Brian A. Miller,Jason Patric,James Caan,Craig Fairbrass,Shannon Elizabeth,Johnny Messner,Melissa Ordway
/m/les_uns_et_les_autres,1984,Bolero: Dance of Life (Les Uns et les autres),6,67.0,6.1,89,NA,Claude Lelouch,Fanny Ardant,Evelyne Bouix,Richard Bohringer,Jean-Claude Brialy,James Caan,Geraldine Chaplin
/m/preggoland,2015,Preggoland,18,44.0,5.2,38,NA,Jacob Tierney,Sonja Bennett,James Caan,Danny Trejo,Laura Harris,Paul Campbell VIII,Carrie Ruscheinsky
/m/flesh_and_bone,1993,Flesh And Bone,24,67.0,6.0,41,NA,Steve Kloves,Dennis Quaid,Meg Ryan,James Caan,Gwyneth Paltrow,Jerry Swindall,Chris Rydell
/m/the_good_neighbor_2016,2016,The Good Neighbor,12,17.0,4.8,46,NA,Kasra Farahani,James Caan,Keir Gilchrist,Logan Miller,Edwin Hodge,Laura Innes,Mindy Sterling
/m/1035795-slither,1973,Slither,5,80.0,6.7,57,NA,Howard Zieff,James Caan,Peter Boyle,Sally Kellerman,Louise Lasser,Allen Garfield,Richard B. Shull
/m/the_dark_backward,1991,The Dark Backward,11,45.0,4.7,59,NA,Adam Rifkin,Judd Nelson,Bill Paxton,Wayne Newton,Lara Flynn Boyle,James Caan,Rob Lowe
/m/this_thing_of_ours,2003,This Thing of Ours,15,40.0,5.0,26,NA,Danny Provenzano,Danny Provenzano,Christian Maelen,Louis Vanaria,James Caan,Frank Vincent,Edward Lynch
/m/for_the_love_of_money_2012,2012,For the Love of Money,7,0.0,3.5,49,NA,Ellie Kanner-Zuckerman,James Caan,Delphine Chaneac,Edward Furlong,Steven Bauer,Paul Sorvino,Oded Fehr
/m/hugh_hefner_playboy_activist_and_rebel,2010,"Hugh Hefner: Playboy, Activist and Rebel",45,60.0,6.4,68,21878,Brigitte Berman,Hugh Hefner,Joan Baez,Tony Bennett,Gore Vidal,Fr. Malcom Boyd,William F. Buckley Jr.
/m/bottle_rocket,1996,Bottle Rocket,65,85.0,6.8,80,NA,Wes Anderson,Owen Wilson,Luke Wilson,Robert Musgrave,Ned Dowd,Lumi Cavazos,James Caan
/m/red_line_7000,1965,Red Line 7000,5,60.0,5.3,31,NA,Howard Hawks,James Caan,Laura Devon,Marianna Hill,Gail Hire,Charlene Holt,John Robert Crawford
/m/henrys_crime_2010,2011,Henry's Crime,53,40.0,5.0,25,100000,Malcolm Venville,Keanu Reeves,Vera Farmiga,James Caan,Peter Stormare,Bill Duke,Judy Greer
/m/1003076-brians_song,1970,Brian's Song,12,92.0,7.5,82,NA,Buzz Kulik,Billy Dee Williams,James Caan,Jack Warden,Shelley Fabares,Judy Pace,David Huddleston
/m/gardens_of_stone,1987,Gardens of Stone,15,47.0,4.9,56,NA,Francis Ford Coppola,James Caan,D.B. Sweeney,Anjelica Huston,James Earl Jones,Mary Stuart Masterson,Dean Stockwell
/m/another_man_another_chance,1977,"Another Man, Another Chance",5,80.0,7.0,50,NA,Claude Lelouch,Diana Douglas,Dominic Barto,Francis Huster,Fred Stuthman,Geneviève Bujold,George Flaherty
/m/chorus_line,1985,A Chorus Line,18,39.0,4.7,62,NA,Richard Attenborough,Michael Douglas,Terrence Mann,Alyson Reed,Cameron English,Michael Blevins,Yamil Borges
/m/dinosaurs-alive,2007,Dinosaurs Alive!,8,75.0,6.6,34,NA,"Bayley Silleck, David Clark",Michael Douglas,NA,NA,NA,NA,NA
/m/1212946-beyond_a_reasonable_doubt,1956,Beyond a Reasonable Doubt  (2009),28,7.0,3.3,36,NA,Peter Hyams,Michael Douglas,Amber Tamblyn,Jesse Metcalfe,Joel David Moore,Orlando Jones,Lawrence P. Beron
/m/dont_say_a_word,2001,Don't Say a Word,113,24.0,4.4,49,54218420,Gary Fleder,Michael Douglas,Brittany Murphy,Sean Bean,Skye McCole Bartusiak,Famke Janssen,Oliver Platt
/m/1004502-coma,1978,Coma,24,79.0,6.7,65,NA,Michael Crichton,Geneviève Bujold,Michael Douglas,Richard Widmark,Elizabeth Ashley,Rip Torn,Lois Chiles
/m/one_night_at_mccools,2001,One Night at McCool's,105,33.0,4.7,39,5689784,Harald Zwart,Liv Tyler,Matt Dillon,Paul Reiser,John Goodman,Michael Douglas,Reba McEntire
/m/antman,2015,Ant-Man,278,81.0,6.8,86,138002223,Peyton Reed,Paul Rudd,Michael Douglas,Evangeline Lilly,Corey Stoll,Michael Peña,Hayley Atwell
/m/1103281-traffic,2000,Traffi,155,92.0,8.0,85,123836420,Steven Soderbergh,Michael Douglas,Benicio Del Toro,Don Cheadle,Catherine Zeta-Jones,Dennis Quaid,Luis Guzman
/m/star_chamber,1983,The Star Chamber,14,71.0,6.0,42,NA,Peter Hyams,Michael Douglas,Hal Holbrook,Yaphet Kotto,Sharon Gless,James B. Sikking,Joe Regalbuto
/m/one_day_in_september,1999,One Day in September,29,97.0,8.0,91,NA,Kevin Macdonald,Michael Douglas,Jamal Al Gashey,Gad Zahari,Gerald Seymour,Ankie Spitzer,Alex Springer
/m/unlocked_2017,2017,Unlocked,25,24.0,4.2,80,NA,Michael Apted,Noomi Rapace,Orlando Bloom,Toni Collette,John Malkovich,Michael Douglas,NA
/m/1002512-black_rain,1989,Black Rain,21,52.0,5.3,55,NA,Ridley Scott,Michael Douglas,Andy Garcia,Ken Takakura,Kate Capshaw,Yusaku Matsuda,Shigeru Koyama
/m/ghost_and_the_darkness,1996,The Ghost and the Darkness,46,50.0,5.4,71,NA,Stephen Hopkins,Michael Douglas,Val Kilmer,Tom Wilkinson,Malcolm Douglas,John Kani,Bernard Hill
/m/jewel_of_the_nile,1985,The Jewel of the Nile,21,48.0,4.8,37,NA,Lewis Teague,Kathleen Turner,Michael Douglas,Danny DeVito,Spiros Focás,Avner Eisenberg,Paul David Magid
/m/romancing_the_stone,1984,Romancing the Stone,48,88.0,7.3,69,NA,Robert Zemeckis,Kathleen Turner,Michael Douglas,Danny DeVito,Zack Norman,Alfonso Arau,Manuel Ojeda
/m/haywire_2011,2012,Haywire,184,80.0,6.8,41,18934858,Steven Soderbergh,Gina Carano,Ewan McGregor,Channing Tatum,Michael Fassbender,Michael Douglas,Antonio Banderas
/m/inlaws,2003,The In-Laws,130,34.0,4.9,40,20384203,Andrew Fleming,Michael Douglas,Albert Brooks,Robin Tunney,Lindsay Sloane,Maria Ricossa,Ryan Reynolds
/m/war_of_the_roses,1989,The Wars of the Roses: Richard III,38,82.0,7.1,70,NA,Danny DeVito,Michael Douglas,Kathleen Turner,Danny DeVito,Marianne Sägebrecht,Sean Astin,Heather Fairfield
/m/beyond_the_reach,2015,Beyond the Reach,64,36.0,4.9,20,32050,Jean-Baptiste Léonetti,Michael Douglas,Jeremy Irvine,Hanna Mangan Lawrence,Ronny Cox,Patricia Bethune,Martin Palmer
/m/wall_street,1987,Wall Street,50,78.0,6.8,81,NA,Oliver Stone,Michael Douglas,Charlie Sheen,Martin Sheen,Daryl Hannah,Terence Stamp,Sean Young
/m/king_of_california,2007,King of California,67,63.0,6.2,64,NA,Mike Cahill,Michael Douglas,Evan Rachel Wood,Willis Burks II,Laura Kachergus,Paul Lieber,Kathleen Wilhoite
/m/you_me_and_dupree,2006,"You, Me and Dupree",166,20.0,4.3,50,75604320,"Anthony Russo, Joe Russo",Owen Wilson,Kate Hudson,Matt Dillon,Michael Douglas,Seth Rogen,Ralph Ting
/m/dodgeball_a_true_underdog_story,2004,Dodgeball: A True Underdog Story,162,70.0,6.3,76,114173690,Rawson Marshall Thurber,Vince Vaughn,Christine Taylor,Ben Stiller,Rip Torn,Justin Long,Stephen Root
/m/zoolander_2,2016,Zoolander 2,206,23.0,4.5,20,29782560,Ben Stiller,Ben Stiller,Owen Wilson,Will Ferrell,Penelope Cruz,Benedict Cumberbatch,Kristen Wiig
/m/zero_effect,1997,Zero Effect,47,64.0,6.6,76,NA,Jake Kasdan,Bill Pullman,Ben Stiller,Ryan O'Neal,Kim Dickens,Angela Featherstone,Hugh Ross
/m/boys_the_sherman_brothers_story,2009,The Boys: The Sherman Brothers' Story,19,89.0,7.2,86,NA,"Jeffrey C. Sherman, Gregory V. Sherman",Richard M. Sherman,Robert B. Sherman,NA,NA,NA,NA
/m/the_independent,2001,The Independent,48,60.0,6.0,47,NA,Stephen Kessler,Jerry Stiller,Janeane Garofalo,Ramon Sison,Max Perlich,Roger Corman,Ted Demme
/m/the_ruins,2008,The Ruins,93,48.0,5.3,30,17402425,Carter Smith,Jonathan Tucker,Jena Malone,Shawn Ashmore,Laura Ramsey,Joe Anderson (VI),Sergio Calderón
/m/while_were_young,2015,While We're Young,187,84.0,7.3,51,7008208,Noah Baumbach,Ben Stiller,Naomi Watts,Amanda Seyfried,Adam Driver,Maria Dizzia,Dree Hemingway
/m/duplex,2003,Duplex,110,35.0,5.0,40,NA,Danny DeVito,Ben Stiller,Drew Barrymore,Eileen Essel,Harvey Fierstein,Justin Theroux,James Remar
/m/if_lucy_fell,1996,If Lucy Fell,28,18.0,4.0,51,NA,Eric Schaeffer,Sarah Jessica Parker,Ben Stiller,Elle Macpherson,James Rebhorn,Dominic Luchese,Eric Schaeffer
/m/why_him,2016,Why Him?,130,39.0,4.9,52,60312925,John Hamburg,Bryan Cranston,James Franco,Zoey Deutch,Megan Mullally,Cedric the Entertainer,Keegan-Michael Key
/m/run_ronnie_run,2002,Run Ronnie Run,7,71.0,6.4,71,NA,Troy Miller,David Cross,Bob Odenkirk,Nikki Cox,E.J. De La Pena,R. Lee Ermey,M.C. Gainey
/m/tower_heist,2011,Tower Heist,188,67.0,6.2,48,78009155,Brett Ratner,Ben Stiller,Eddie Murphy,Casey Affleck,Alan Alda,Matthew Broderick,Stephen Henderson
/m/starsky_and_hutch,2004,Starsky & Hutch,190,64.0,6.0,49,87100000,Todd Phillips,Ben Stiller,Owen Wilson,Snoop Dogg,Fred Williamson,Vince Vaughn,Juliette Lewis
/m/the_heartbreak_kid,1972,The Heartbreak Kid  (2007),157,29.0,4.6,37,36771343,"Peter Farrelly, Bobby Farrelly",Ben Stiller,Michelle Monaghan,Jerry Stiller,Malin Akerman,Carlos Mencia,Rob Corddry
/m/orange_county,2002,Orange County,121,46.0,5.2,61,41032915,Jake Kasdan,Colin Hanks,Jack Black,Catherine O'Hara,Schuyler Fisk,John Lithgow,Lily Tomlin
/m/blades_of_glory,2007,Blades of Glory,184,70.0,6.2,68,118153533,"Will Speck, Josh Gordon",Will Ferrell,Jon Heder,Will Arnett,Amy Poehler,William Fichtner,Jenna Fischer
/m/happy_gilmore,1996,Happy Gilmore,53,60.0,5.6,85,NA,Dennis Dugan,Adam Sandler,Christopher McDonald,Julie Bowen,Frances Bay,Carl Weathers,Alan Covert
/m/suburbans,1999,The Suburbans,10,0.0,3.0,22,NA,Donal Lardner Ward,Ben Stiller,Jennifer Love Hewitt,Craig Bierko,Amy Brenneman,Jerry Stiller,Robert Loggia
/m/the_watch_2012,2012,The Watch,155,17.0,4.0,39,34100000,Akiva Schaffer,Jonah Hill,Ben Stiller,Richard Ayoade,Rosemarie DeWitt,Will Forte,Nicholas Braun
/m/harmontown,2014,Harmontown,23,78.0,6.5,79,NA,Neil Berkeley,Erin McGathy,Jeff B. Davis,Ben Stiller,Jack Black,Sarah Silverman,Jason Sudeikis
/m/marc_pease_experience,2009,The Marc Pease Experience,12,17.0,3.1,14,NA,Todd Louiso,Jason Schwartzman,Ben Stiller,Anna Kendrick,Jay Paulson,Todd Louiso,Ebon Moss-Bachrach
/m/school_for_scoundrels,2006,School for Scoundrels,139,25.0,4.6,53,17787157,Todd Phillips,Billy Bob Thornton,Jon Heder,Jacinda Barrett,Michael Clarke Duncan,Horatio Sanz,Luis Guzman
/m/madagascar,2005,Madagascar,186,55.0,6.1,66,193136719,"Eric Darnell, Tom McGrath",Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric the Entertainer
/m/reality_bites,1993,Reality Bites,52,65.0,6.1,74,NA,Ben Stiller,Winona Ryder,Ethan Hawke,Ben Stiller,Janeane Garofalo,Steve Zahn,Swoosie Kurtz
/m/30_minutes_or_less,2011,30 Minutes or Less,159,44.0,5.4,40,37100000,Ruben Fleischer,Jesse Eisenberg,Danny McBride (IV),Aziz Ansari,Nick Swardson,Dilshad Vadsaria,Michael Peña
/m/theres_something_about_mary,1998,There's Something About Mary,83,83.0,7.0,61,NA,"Bobby Farrelly, Peter Farrelly",Cameron Diaz,Ben Stiller,Matt Dillon,Chris Elliott,Lin Shaye,Lee Evans
/m/madagascar_escape_2_africa,2008,Madagascar: Escape 2 Africa,150,64.0,5.9,66,179982968,"Tom McGrath, Eric Darnell",Ben Stiller,Chris Rock,David Schwimmer,Jada Pinkett Smith,Sacha Baron Cohen,Cedric the Entertainer
/m/permanent_midnight,1998,Permanent Midnight,53,58.0,5.7,54,NA,David Veloz,Ben Stiller,Elizabeth Hurley,Maria Bello,Janeane Garofalo,Fred Willard,Charles Fleischer
/m/your_friends_and_neighbors,1998,Your Friends and Neighbors,57,77.0,7.0,63,NA,Neil LaBute,Amy Brenneman,Aaron Eckhart,Catherine Keener,Nastassja Kinski,Jason Patric,Ben Stiller
/m/submarine-2010,2011,Submarine,148,86.0,7.3,82,400000,Richard Ayoade,Craig Roberts,Noah Taylor,Sally Hawkins,Paddy Considine,Yasmin Paige,Nick Fenton
/m/greenberg,2010,Greenberg,163,75.0,6.7,42,2293918,Noah Baumbach,Ben Stiller,Rhys Ifans,Greta Gerwig,Jennifer Jason Leigh,Brie Larson,Juno Temple
/m/being_canadian,2015,Being Canadian,9,33.0,4.8,47,NA,Robert Cohen,Ben Stiller,Seth Rogen,Mike Myers,William Shatner,Martin Short,NA
/m/1059860-heavyweights,1995,Heavyweights (Heavy Weights),7,29.0,4.8,78,NA,"Steven Brill, David B. Householter",Tom McGowan,Aaron Schwartz,Ben Stiller,Shaun Weiss,Tom Hodges,Leah Lail
/m/daybreakers,2010,Daybreakers,142,67.0,6.1,49,30000000,"Peter Spierig, Michael Spierig",Ethan Hawke,Willem Dafoe,Isabel Lucas,Sam Neill,Vince Colosimo,Jay Laga'aia
/m/1130191-reckoning,2004,The Reckoning,87,40.0,5.6,57,NA,Paul McGuigan,Paul Bettany,Willem Dafoe,Simon McBurney,Ewen Bremner,Gina McKee,Brian Cox
/m/444_last_day_on_earth_2012,2012,4:44 Last Day on Earth,28,50.0,5.2,19,15738,Abel Ferrara,Willem Dafoe,Shanyn Leigh,Natasha Lyonne,Paul Hipp,Dierdra McDowell,Triana Jackson
/m/lulu_on_the_bridge,1998,Lulu on the Bridge,8,0.0,3.6,55,NA,Paul Auster,Harvey Keitel,Mira Sorvino,Willem Dafoe,Gina Gershon,Mandy Patinkin,Vanessa Redgrave
/m/pasolini_2014,2014,Pasolini,24,71.0,6.9,33,NA,Abel Ferrara,Willem Dafoe,Riccardo Scamarcio,Ninetto Davoli,Valerio Mastandrea,Adriana Asti,NA
/m/1210830-antichrist,2009,Antichrist,166,51.0,5.5,55,228568,Lars von Trier,Charlotte Gainsbourg,Willem Dafoe,Storm Acheche Sahlstrøm,NA,NA,NA
/m/1138000-rockets_redglare,2004,Rockets Redglare!,6,33.0,4.3,50,NA,Luis Fernandez de la Reguera,Matt Dillon,Willem Dafoe,Julian Schnabel,Steve Buscemi,Jim Jarmusch,NA
/m/gedo-senki-tales-from-earthsea,2010,Tales From Earthsea,38,39.0,5.1,46,48043,Goro Miyazaki,Timothy Dalton,Matt Levin,Blaire Restaneo,Cheech Marin,Willem Dafoe,Mariska Hargitay
/m/anamorph,2008,Anamorph,26,27.0,4.6,24,NA,H.S. Miller,Willem Dafoe,Scott Speedman,Peter Stormare,Clea DuVall,James Rebhorn,Amy Carlson
/m/last_temptation_of_christ,1988,The Last Temptation of Christ,51,82.0,7.4,84,NA,Martin Scorsese,Willem Dafoe,Barbara Hershey,Harvey Keitel,David Bowie,Harry Dean Stanton,Verna Bloom
/m/american_dreamz,2006,American Dreamz,158,41.0,5.3,31,7156725,Paul Weitz,Hugh Grant,Dennis Quaid,Mandy Moore,Willem Dafoe,Chris Klein,Marcia Gay Harden
/m/adam_resurrected,2008,Adam Resurrected,37,35.0,5.2,44,NA,Paul Schrader,Jeff Goldblum,Willem Dafoe,Derek Jacobi,Ayelet Zurer,Moritz Bleibtreu,Joachim Król
/m/to_live_and_die_in_la,1985,To Live and Die in L.A.,31,94.0,7.2,78,NA,William Friedkin,William L. Petersen,Willem Dafoe,John Pankow,Debra Feuer,John Turturro,Darlanne Fluegel
/m/auto_focus,2002,Auto Focus,158,72.0,6.7,60,1818622,Paul Schrader,Greg Kinnear,Willem Dafoe,Maria Bello,Rita Wilson,Ron Leibman,Bruce Solomon
/m/a_family_man_2017,2017,A Family Man,23,13.0,3.9,70,NA,Mark Williams (V),Gerard Butler,Alison Brie,Willem Dafoe,Gretchen Mol,Alfred Molina,Dustin Milligan
/m/faraway-so-close,1993,"Faraway, So Close! (In weiter Ferne, so nah!)",11,55.0,5.8,88,NA,Wim Wenders,Otto Sander,Bruno Ganz,Solveig Dommartin,Nastassja Kinski,Willem Dafoe,Lou Reed
/m/the_florida_project,2017,The Florida Project,23,96.0,8.8,100,NA,Sean Baker (II),Willem Dafoe,Brooklynn Prince,Valeria Cotto,Bria Vinaite,Christopher Rivera,NA
/m/streets_of_fire,1984,Streets of Fire,22,64.0,5.9,70,NA,Walter Hill,Michael Paré,Diane Lane,Rick Moranis,Amy Madigan,Willem Dafoe,Deborah Van Valkenburgh
/m/my_son_my_son_what_have_ye_done,2010,"My Son, My Son, What Have Ye Done",41,49.0,5.7,45,NA,Werner Herzog,Michael Shannon,Chloë Sevigny,Willem Dafoe,Grace Zabriskie,Udo Kier,Brad Dourif
/m/existenz,1999,Existenz,63,71.0,6.7,69,NA,David Cronenberg,Jennifer Jason Leigh,Jude Law,Willem Dafoe,Ian Holm,Sarah Polley,Don McKellar
/m/john_wick,2014,John Wick,193,85.0,6.9,80,NA,"David Leitch, Chad Stahelski",Keanu Reeves,Michael Nyqvist,Alfie Allen,Adrianne Palicki,Bridget Moynahan,Dean Winters
/m/1186335-go_go_tales,2007,Go Go Tales,18,67.0,5.8,27,NA,Abel Ferrara,Willem Dafoe,Asia Argento,Bob Hoskins,Matthew Modine,Joe Cortese,Riccardo Scamarcio
/m/vida_sin_rumbo,1983,The Loveless  (1983),9,89.0,6.7,63,NA,"Kathryn Bigelow, Monty Montgomery",Willem Dafoe,Robert Gordon,Marin Kanter,J. Don Ferguson,Tina L. Hotsky,Tina Lhotsky
/m/the_fault_in_our_stars,2014,The Fault In Our Stars,204,81.0,6.9,85,NA,Josh Boone,Shailene Woodley,Ansel Elgort,Lotte Verbeek,Laura Dern,Willem Dafoe,Nat Wolff
/m/the_flight_of_the_intruder,1991,The Flight of the Intruder,12,25.0,4.4,51,14587732,John Milius,Danny Glover,Willem Dafoe,Brad Johnson,Rosanna Arquette,Tom Sizemore,J. Kenneth Campbell
/m/vampires_assistant,2009,Cirque du Freak: The Vampire's Assistant,137,37.0,4.9,42,13838130,Paul Weitz,John C. Reilly,Josh Hutcherson,Chris Massoglia,Ken Watanabe,Ray Stevenson,Patrick Fugit
/m/body_of_evidence,1992,Body of Evidence,35,6.0,2.7,22,NA,Uli Edel,Madonna,Willem Dafoe,Joe Mantegna,Anne Archer,Julianne Moore,Jürgen Prochnow
/m/farewell_2010,2010,Farewell (L'affaire Farewell),75,85.0,7.0,76,309262,Christian Carion,Emir Kusturica,Diane Kruger,Guillaume Canet,Alexandra Maria Lara,Ingeborga Dapkunayte,Ingeborga Dapkunaite
/m/off_limits,1988,Off Limits,8,50.0,4.9,35,NA,Christopher Crowe,Willem Dafoe,Gregory Hines,Amanda Pays,Fred Ward,Kay Tong Lim,Scott Glenn
/m/odd_thomas,2014,Odd Thomas,42,36.0,5.2,65,NA,Stephen Sommers,Anton Yelchin,Addison Timlin,Patton Oswalt,Willem Dafoe,Barney Lanning,Gugu Mbatha-Raw
/m/mr_beans_holiday,2007,Mr. Bean's Holiday,111,51.0,5.5,49,32553210,Steve Bendelack,Rowan Atkinson,Emma de Caunes,Jean Rochefort,Karel Roden,Max Baldry,Willem Dafoe
/m/john_carter,2012,John Carter,220,51.0,5.7,60,73058679,"Andrew Stanton, Mark Atkins",Taylor Kitsch,Lynn Collins,Samantha Morton,Willem Dafoe,Antonio Sabato Jr.,Thomas Haden Church
/m/pavilion_of_women,2001,Pavilion of Women,31,6.0,3.1,53,NA,"Ho Yim, Yan Luo",Willem Dafoe,Yan Luo,Shek Sau,John Cho,Yi Ding (II),Amy Hill
/m/nymphomaniac_volume_i,2014,Nymphomaniac: Volume I,182,75.0,6.8,69,623753,Lars von Trier,Charlotte Gainsbourg,Stellan Skarsgard,Shia LaBeouf,Stacy Martin,Christian Slater,Connie Nielsen
/m/animal_factory,2000,Animal Factory,33,82.0,6.8,58,NA,Steve Buscemi,Willem Dafoe,Edward Furlong,Seymour Cassel,Mickey Rourke,Steve Buscemi,Tom Arnold
/m/spiderman,2002,Spider-Man,237,89.0,7.6,67,403706375,Sam Raimi,Tobey Maguire,Kirsten Dunst,Willem Dafoe,James Franco,Cliff Robertson,Rosemary Harris
/m/tomorrow_youre_gone,2013,Tomorrow You're Gone,14,7.0,3.7,4,NA,David Jacobson,Stephen Dorff,Michelle Monaghan,Willem Dafoe,Tara Buck,Robert LaSardo,Kerry Rossall
/m/spiderman_2,2004,Spider-Man 2,263,94.0,8.3,81,373377893,Sam Raimi,Tobey Maguire,Kirsten Dunst,James Franco,Alfred Molina,Rosemary Harris,Donna Murphy
/m/nymphomaniac_volume_ii,2014,Nymphomaniac: Volume II,119,60.0,6.2,55,205435,Lars von Trier,Charlotte Gainsbourg,Stellan Skarsgard,Stacy Martin,Jens Albinus,Shia LaBeouf,Jamie Bell
/m/triumph_of_the_spirit,2000,Triumph of the Spirit,6,50.0,4.9,52,NA,Robert M. Young,Willem Dafoe,Edward James Olmos,Robert Loggia,Wendy Gazelle,Kario Salem,Kelly Wolf
/m/the_hunter_2012,2012,"Hunter, The",86,70.0,6.4,62,176432,Daniel Nettheim,Willem Dafoe,Frances O'Connor (II),Sam Neill,Morgana Davies,Finn Woodlock,Jacek Koman
/m/miral,2011,Miral,63,17.0,4.4,54,371352,Julian Schnabel,Hiam Abbass,Freida Pinto,Yasmine Al Masri,Yasmine Al Massri,Ruba Blal,Alexander Siddig
/m/tom_and_viv,1994,Tom and Viv,12,33.0,4.8,61,NA,Brian Gilbert,Willem Dafoe,Miranda Richardson,Rosemary Harris,Tim Dutton,Nickolas Grace,Philip Locke
/m/boondock_saints,1999,The Boondock Saints,25,20.0,4.2,91,NA,Troy Duffy,Willem Dafoe,Sean Patrick Flanery,Norman Reedus,David Della Rocco,Billy Connolly,David Ferry
/m/sweet_vengeance,2013,Sweetwater,15,27.0,4.2,35,NA,Brian Skiba,Holly Lynch,John Savage,Dean Cain,William Katt,NA,NA
/m/enemy_at_the_gates,2001,Enemy at the Gates,137,54.0,5.7,82,50507533,Jean-Jacques Annaud,Jude Law,Joseph Fiennes,Ed Harris,Rachel Weisz,Bob Hoskins,Ron Perlman
/m/thats_what_i_am,2011,That's What I Am,20,60.0,5.5,68,NA,Mike Pavone,Ed Harris,Chase Ellison,Molly Parker,Daniel Roebuck,Randy Orton,Daniel Yelsky
/m/radio,2003,Radio,117,36.0,5.0,79,52277485,"Mike Tollin, Michael Tollin",Cuba Gooding Jr.,Ed Harris,Alfre Woodard,S. Epatha Merkerson,Brent Sexton,Chris Mulkey
/m/frontera_2014,2014,Frontera,25,52.0,6.0,59,59306,Michael Berry,Ed Harris,Michael Peña,Eva Longoria,Amy Madigan,Aden Young,Mia Stallard
/m/1055255-milk_money,1994,Milk Money,38,8.0,2.9,37,NA,Richard Benjamin,Melanie Griffith,Ed Harris,Michael Patrick Carter,Malcolm McDowell,Anne Heche,Casey Siemaszko
/m/pollock,2000,Pollock,107,81.0,7.0,74,7280174,Ed Harris,Ed Harris,Marcia Gay Harden,Jennifer Connelly,Jeffrey Tambor,Amy Madigan,Bud Cort
/m/to_kill_a_priest,1988,To Kill a Priest,5,80.0,5.8,60,NA,Agnieszka Holland,Christopher Lambert,Ed Harris,Joanne Whalley,Joss Ackland,David Suchet,Tim Roth
/m/prime_gig,2000,The Prime Gig,9,44.0,5.6,34,NA,Gregory Mosher,Vince Vaughn,Julia Ormond,Ed Harris,Christina Cabot,Rory Cochrane,Wallace Shawn
/m/winter_passing,2006,Winter Passing,52,40.0,5.4,62,NA,Adam Rapp,Ed Harris,Zooey Deschanel,Will Ferrell,Amelia Warner,Amy Madigan,Rachel Dratch
/m/copying_beethoven,2006,Copying Beethoven,81,28.0,4.8,57,210945,Agnieszka Holland,Ed Harris,Diane Kruger,Matthew Goode,Nicholas Jones,Ralph Riach,Joe Anderson (VI)
/m/abyss,1989,The Abyss,44,89.0,7.2,83,NA,James Cameron,Ed Harris,Mary Elizabeth Mastrantonio,Michael Biehn,Leo Burmester,Todd Graff,John Bedford Lloyd
/m/salvation_boulevard,2011,Salvation Boulevard,34,21.0,4.3,23,27445,George Ratliff,Pierce Brosnan,Jennifer Connelly,Ed Harris,Greg Kinnear,Marisa Tomei,Isabelle Fuhrman
/m/man_on_a_ledge,2012,Man on a Ledge,151,31.0,4.8,52,18400000,Asger Leth,Sam Worthington,Elizabeth Banks,Jamie Bell,Anthony Mackie,Edward Burns,Ed Harris
/m/touching_home,2010,Touching Home,14,50.0,5.8,74,NA,"Logan Miller (II) , Noah Miller",Ed Harris,Noah Miller,Logan Miller (II),Brad Dourif,Robert Forster,Ishiah Benben
/m/third_miracle,1999,The Third Miracle,33,67.0,6.2,57,NA,Agnieszka Holland,Ed Harris,Anne Heche,Armin Mueller-Stahl,Michael Rispoli,Charles Haid,James Gallanders
/m/creepshow,1982,Creepshow,29,69.0,6.1,68,NA,George A. Romero,Hal Holbrook,Adrienne Barbeau,Fritz Weaver,Stephen King,Leslie Nielsen,Ted Danson
/m/anarchy,2015,Cymbeline (Anarchy),27,33.0,4.6,12,NA,Michael Almereyda,Ethan Hawke,Ed Harris,Milla Jovovich,Dakota Johnson,Anton Yelchin,Penn Badgley
/m/virginia_2012,2012,Virginia,25,8.0,4.3,25,11069,Dustin Lance Black,Jennifer Connelly,Ed Harris,Emma Roberts,Amy Madigan,Harrison Gilbertson,Carrie Preston
/m/snowpiercer,2014,Snowpiercer,218,95.0,8.1,72,2786828,Bong Joon Ho,Chris Evans,Song Kang-ho,Jamie Bell,John Hurt,Tilda Swinton,Octavia Spencer
/m/sweet_dreams,1985,Sweet Dreams,18,94.0,6.5,82,NA,Karel Reisz,Jessica Lange,Ed Harris,Ann Wedgeworth,David Clennon,James Staley,Anne Wedgeworth
/m/phantom_2013,2013,Phantom  (2013),55,25.0,4.6,34,1000000,Todd Robinson,Ed Harris,David Duchovny,William Fichtner,Lance Henriksen,Johnathon Schaech,Jason Beghe
/m/the_way_back,2011,The Way Back,132,75.0,6.8,72,2500000,Peter Weir,Ed Harris,Jim Sturgess,Colin Farrell,Saoirse Ronan,Mark Strong (II),Dragos Bucur
/m/right_stuff,1983,The Right Stuff,43,98.0,8.9,90,NA,Philip Kaufman,Sam Shepard,Scott Glenn,Ed Harris,Dennis Quaid,Fred Ward,Kim Stanley
