url,year,title,reviews,tomatometer,av_rating,audience,box_office,director,actor_1,actor_2,actor_3,actor_4,actor_5,actor_6
/m/mirror_has_two_faces,1996,The Mirror Has Two Faces,30,53.0,5.3,72,NA,Barbra Streisand,Barbra Streisand,Jeff Bridges,Lauren Bacall,George Segal,Mimi Rogers,Pierce Brosnan
/m/1011617-king_kong,1976,King Kong,36,50.0,4.8,30,NA,John Guillermin,Jeff Bridges,Charles Grodin,Jessica Lange,John Randolph,Rene Auberjonois,Julius Harris
/m/fabulous_baker_boys,1989,The Fabulous Baker Boys,24,96.0,7.4,69,NA,Steve Kloves,Jeff Bridges,Michelle Pfeiffer,Beau Bridges,Elie Raab,Ellie Raab,Jennifer Tilly
/m/tucker_the_man_and_his_dream,1988,Tucker: The Man and His Dream,37,84.0,7.2,67,NA,Francis Ford Coppola,Jeff Bridges,Joan Allen,Martin Landau,Frederic Forrest,Mako,Lloyd Bridges
/m/thunderbolt_and_lightfoot,1974,Thunderbolt and Lightfoot,23,87.0,6.7,73,NA,Michael Cimino,Clint Eastwood,Jeff Bridges,George Kennedy,Geoffrey Lewis,Catherine Bach,Jack Dodson
/m/1052838-blown_away,1994,Blown Away,19,32.0,4.8,40,NA,Stephen Hopkins,Jeff Bridges,Tommy Lee Jones,Lloyd Bridges,Forest Whitaker,Suzy Amis,Stephi Lineburg
/m/masked_and_anonymous,2003,Masked and Anonymous,79,24.0,4.0,45,115149,Larry Charles,Bob Dylan,Jeff Bridges,John Goodman,Jessica Lange,Luke Wilson,Penelope Cruz
/m/8_million_ways_to_die,1986,8 Million Ways To Die,8,0.0,3.2,33,1305114,Hal Ashby,Jeff Bridges,Rosanna Arquette,Andy Garcia,Alexandra Paul,Randy Brooks,Lisa Sloan
/m/lewis-and-clark-great-journey-west,2002,Lewis and Clark: Great Journey West,9,78.0,7.2,76,NA,"Bruce Neibaur, Kirk Simon, Karen Goodman",Jeff Bridges,Alex Rice,Gregory Paul Jackson,Kelly Boulware,Sonny Surowiec,NA
/m/the_only_living_boy_in_new_york,2017,The Only Living Boy in New York,9,33.0,4.6,80,NA,Marc Webb,Callum Turner,Kate Beckinsale,Pierce Brosnan,Cynthia Nixon,Kiersey Clemons,Jeff Bridges
/m/tideland,2006,Tideland,75,29.0,4.0,64,NA,Terry Gilliam,Jodelle Ferland,Brendan Fletcher,Janet McTeer,Jennifer Tilly,Jeff Bridges,Dylan Taylor (II)
/m/see_you_in_the_morning,1989,See You in the Morning,9,44.0,5.6,21,NA,Alan J. Pakula,Jeff Bridges,Alice Krige,Farrah Fawcett,Drew Barrymore,Lukas Haas,David Dukes
/m/seventh_son,2015,Seventh Son,111,13.0,3.8,34,14945592,Sergey Bodrov,Jeff Bridges,Julianne Moore,Ben Barnes,Alicia Vikander,Kit Harington,Olivia Williams
/m/muse,1999,The Muse,77,52.0,5.9,33,NA,Albert Brooks,Albert Brooks,Sharon Stone,Andie MacDowell,Jeff Bridges,Mark Feuerstein,Steven Wright
/m/fat_city,1972,Fat City,20,100.0,8.5,85,NA,"John Huston, John Houston",Stacy Keach,Jeff Bridges,Susan Tyrrell,Candy Clark,Sixto Rodriguez (I),Nicholas Colasanto
/m/against_all_odds,1984,Against All Odds,9,67.0,5.6,44,NA,Taylor Hackford,Jeff Bridges,Rachel Ward,James Woods,Alex Karras,Jane Greer,Richard Widmark
/m/1120594-iceman_cometh,1973,The Iceman Cometh (Ji dong qixia),8,88.0,6.9,75,NA,John Frankenheimer,Lee Marvin,Fredric March,Robert Ryan,Jeff Bridges,Moses Gunn,Bradford Dillman
/m/10008423-cool_school,2008,The Cool School,25,92.0,7.0,61,NA,Morgan Neville,Jeff Bridges,John Baldessari,Dennis Hopper,Robert Irwin,Frank O. Gehry,Edward Ruscha
/m/1046151-fearless,1993,Fearless  (1993),35,86.0,7.8,79,NA,Peter Weir,Jeff Bridges,Isabella Rossellini,Rosie Perez,Tom Hulce,John Turturro,Benicio Del Toro
/m/the-amateurs,2005,The Amateurs (The Moguls) (Dirty Movie),27,19.0,4.0,54,NA,Michael Traeger,Jeff Bridges,Tim Blake Nelson,Joe Pantoliano,William Fichtner,Ted Danson,Patrick Fugit
/m/scenes_of_the_crime,2001,Scenes of a Crime  (2003),6,50.0,5.4,11,NA,Dominique Forma,Jeff Bridges,Jon Abrahams,Noah Wyle,R. Lee Ermey,Morris Chestnut,Peter Greene
/m/1001553-bad_company,1972,Bad Company  (1972),11,91.0,7.4,71,NA,Robert Benton,Jeff Bridges,Barry Brown,John Quade,Jim Davis,David Huddleston,John Savage
/m/iron_man,2008,Iron Man,268,94.0,7.7,91,318298180,Jon Favreau,Robert Downey Jr.,Terrence Howard,Jeff Bridges,Gwyneth Paltrow,Leslie Bibb,Shaun Toub
/m/1100998-contender,2000,The Contender  (2000),129,76.0,6.7,73,16120906,Rod Lurie,Joan Allen,Gary Oldman,Jeff Bridges,Christian Slater,Sam Elliott,William L. Petersen
/m/ripd,2013,Ripd,94,13.0,3.6,38,33500000,Robert Schwentke,Ryan Reynolds,Jeff Bridges,Kevin Bacon,Mary-Louise Parker,Stephanie Szostak,James Hong
/m/seabiscuit,2003,Seabiscuit,201,77.0,7.1,76,120147445,Gary Ross,Tobey Maguire,Jeff Bridges,Chris Cooper,Elizabeth Banks,William H. Macy,Gary Stevens
/m/stay_hungry,1976,Stay Hungry  (1976),12,75.0,6.6,40,NA,Bob Rafelson,Jeff Bridges,Sally Field,Arnold Schwarzenegger,R.G. Armstrong,Robert Englund,Helena Kallianiotes
/m/starman,1984,Starman,26,81.0,6.8,69,NA,John Carpenter,Jeff Bridges,Karen Allen,Charles Martin Smith,Richard Jaeckel,Robert Phalen,Ralph Cosham
/m/last_unicorn,1982,The Last Unicorn,16,62.0,6.5,87,NA,"Arthur Rankin Jr., Jules Bass",Alan Arkin,Mia Farrow,Jeff Bridges,Angela Lansbury,Robert Klein,Tammy Grimes
/m/stick_it,2006,Stick It,99,30.0,4.9,73,26870825,Jessica Bendinger,Missy Peregrym,Jeff Bridges,Vanessa Lengies,Nikki SooHoo,Nicki SooHoo,Maddy Curley
/m/wild_bill,1995,Wild Bill  (1995),22,41.0,5.2,28,NA,Walter Hill,Jeff Bridges,Ellen Barkin,John Hurt,Diane Lane,David Arquette,Christina Applegate
/m/learning_to_drive,2015,Learning To Drive,85,66.0,6.2,59,NA,Isabel Coixet,Patricia Clarkson,Ben Kingsley,Grace Gummer,Jake Weber,Sarita Choudhury,Samantha Bee
/m/1046873-alice_in_wonderland,1999,Alice in Wonderland  (1999),6,33.0,4.7,62,NA,Nick Willing,Tina Majorino,Martin Short,Whoopi Goldberg,Gene Wilder,Christopher Lloyd,Miranda Richardson
/m/1079452-assignment,1997,The Assignment,20,60.0,5.8,62,NA,Christian Duguay,Aidan Quinn,Donald Sutherland,Ben Kingsley,Claudia Ferri,Céline Bonnier,Vlasta Vrana
/m/suspect_zero,2004,Suspect Zero,129,18.0,4.4,38,8570393,E. Elias Merhige,Aaron Eckhart,Ben Kingsley,Carrie-Anne Moss,Harry Lennix,Kevin Chamberlin,Julian Reyes
/m/rules_of_engagement,2000,Rules of Engagement,96,36.0,5.0,55,NA,William Friedkin,Tommy Lee Jones,Samuel L. Jackson,Ben Kingsley,Blair Underwood,Anne Archer,Guy Pearce
/m/iron_man_3,2013,Iron Man 3,292,79.0,7.0,78,408992272,Shane Black,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Guy Pearce,Wang Xueqin,James Badge Dale
/m/1216067-fifty_dead_men_walking,2008,Fifty Dead Men Walking,50,86.0,6.8,68,1748442,Kari Skogland,Jim Sturgess,Ben Kingsley,Natalie Press,Kevin Zegers,Rose McGowan,Tom Collins
/m/1002203-betrayal,1983,Betrayal,14,86.0,7.7,75,NA,David Hugh Jones,Jeremy Irons,Ben Kingsley,Patricia Hodge,Avril Elgar,Ray Marioni,Caspar Norman
/m/life_2014,2015,Life,54,61.0,6.2,44,NA,Anton Corbijn,Robert Pattinson,Dane DeHaan,Joel Edgerton,Ben Kingsley,Lauren Gallagher,Peter Lucas
/m/war_story,2014,War Story,18,50.0,4.8,21,NA,Mark Jackson,Catherine Keener,Hafsia Herzi,Vincenzo Amato,Donatella Finocchiaro,Ben Kingsley,NA
/m/selfless_2015,2015,Self/Less,132,19.0,4.5,46,NA,Tarsem Singh,Ryan Reynolds,Natalie Martinez,Matthew Goode,Ben Kingsley,Derek Luke,Victor Garber
/m/war_inc,2008,"War, Inc.",80,30.0,4.6,38,515643,Joshua Seftel,John Cusack,Hilary Duff,Marisa Tomei,Joan Cusack,Dan Aykroyd,Ben Kingsley
/m/searching_for_bobby_fischer,1993,Searching for Bobby Fischer,36,100.0,8.2,86,NA,"Steve Zaillain, Steven Zaillian",Max Pomeranc,Joe Mantegna,Joan Allen,Ben Kingsley,Laurence Fishburne,Michael Nirenberg
/m/journey-to-mecca,2009,Journey to Mecca,8,88.0,6.3,80,NA,Bruce Neibaur,Chems-Eddine Zinoune,Chemseddine Zinoun,Nadim Sawalha,Hassam Ghancy,Sheikh Hamza Shakour,Nabil Elouahabi
/m/robot_overlords,2015,Robot Overlords,18,61.0,5.7,24,NA,Jon Wright,Ben Kingsley,Callan McAuliffe,Gillian Anderson,Geraldine James,Tamer Hassan,Milo Parker
/m/bugsy,1991,Bugsy,59,85.0,7.0,69,NA,Barry Levinson,Warren Beatty,Annette Bening,Harvey Keitel,Ben Kingsley,Elliott Gould,Joe Mantegna
/m/photographing_fairies,1998,Photographing Fairies,11,82.0,6.8,74,NA,Nick Willing,Toby Stephens,Emily Woof,Ben Kingsley,Frances Barber,Philip Davis,Rachel Shelley
/m/transsiberian,2008,Transsiberian,82,93.0,7.2,65,2026565,Brad Anderson,Woody Harrelson,Emily Mortimer,Ben Kingsley,Kate Mara,Eduardo Noriega,Thomas Kretschmann
/m/thunderbirds,2004,Thunderbirds,104,19.0,4.1,36,6768055,Jonathan Frakes,Bill Paxton,Brady Corbet,Ben Kingsley,Sophia Myles,Philip Winchester,Dominic Colenso
/m/maurice,1987,Maurice,14,93.0,7.0,86,NA,James Ivory,James Wilby,Hugh Grant,Rupert Graves,Denholm Elliott,Simon Callow,Billie Whitelaw
/m/the_walk_2015,2015,The Walk,243,84.0,7.2,77,8064239,Robert Zemeckis,Joseph Gordon-Levitt,Ben Kingsley,Charlotte Le Bon,James Badge Dale,Clement Sibony,César Domboy
/m/1194209-elegy,2008,Elegy,115,75.0,6.7,61,3456676,Isabel Coixet,Penelope Cruz,Ben Kingsley,Peter Sarsgaard,Dennis Hopper,Patricia Clarkson,Deborah Harry
/m/twelfth_night_1998,1996,Twelfth Night  (1998),31,74.0,6.8,80,NA,Trevor Nunn,Helena Bonham Carter,Richard E. Grant,Nigel Hawthorne,Ben Kingsley,Mel Smith,Imelda Staunton
/m/epic_stories_of_the_bible_the_ten_commandments,2007,The Ten Commandments,21,14.0,3.9,53,813606,"Bill Boyce, John Stronach",Christian Slater,Alfred Molina,Ben Kingsley,Elliott Gould,Christopher Gaze,Kathleen Barr
/m/species,1995,Species,36,36.0,4.8,31,NA,Roger Donaldson,Ben Kingsley,Michael Madsen,Alfred Molina,Forest Whitaker,Marg Helgenberger,Natasha Henstridge
/m/eliza_graves,2014,Stonehearst Asylum,50,52.0,5.5,49,NA,Brad Anderson,Kate Beckinsale,Jim Sturgess,Ben Kingsley,Michael Caine,David Thewlis,Brendan Gleeson
/m/house_of_sand_and_fog,2003,House of Sand and Fog,179,74.0,7.1,83,12924917,Vadim Perelman,Ben Kingsley,Jennifer Connelly,Ron Eldard,Frances Fisher,Kim Dickens,Shohreh Aghdashloo
/m/the_boxtrolls,2014,The Boxtrolls,153,75.0,7.0,63,52098992,"Anthony Stacchi, Graham Annable, Aaron Sorenson",Ben Kingsley,Toni Collette,Elle Fanning,Jared Harris,Isaac Hempstead-Wright,Simon Pegg
/m/wackness,2008,The Wackness,128,70.0,6.3,72,2100000,Jonathan Levine,Ben Kingsley,Josh Peck,Famke Janssen,Olivia Thirlby,Mary-Kate Olsen,Jane Adams (II)
/m/1019208-slipstream,1989,Slipstream  (1989),5,20.0,3.6,20,NA,Steven Lisberger,Mark Hamill,Bob Peck,Bill Paxton,Kitty Aldridge,Ben Kingsley,Eleanor David
/m/walking_with_the_enemy,2014,Walking With The Enemy,36,44.0,5.4,56,357000,Mark Schmidt,Jonas Armstrong,Hannah Tointon,Ben Kingsley,Simon Dutton,William Hope,Simon Kunz
/m/love_guru,2008,The Love Guru,169,14.0,3.3,33,32178777,Marco Schnabel,Mike Myers,Jessica Alba,Justin Timberlake,Romany Malco,Verne Troyer,Meagan Good
/m/a_birders_guide_to_everything_2013,2014,A Birder's Guide To Everything,21,90.0,6.9,67,NA,Rob Meyer,Ben Kingsley,James LeGros,Kodi Smit-McPhee,Alex Wolff,Katie Chang,Michael Chen
/m/1178913-1178913-you_kill_me,2007,You Kill Me,115,78.0,6.6,59,2311434,John Dahl,Ben Kingsley,Téa Leoni,Luke Wilson,Dennis Farina,Philip Baker Hall,Bill Pullman
/m/the_triumph_of_love,2002,The Triumph of Love,71,48.0,5.5,51,345851,Clare Peploe,Mira Sorvino,Ben Kingsley,Fiona Shaw,Jay Rodan,Luis Molteni,Ignazio Oliva
/m/the_ottoman_lieutenant,2017,The Ottoman Lieutenant,30,20.0,3.7,56,173750,Joseph Ruben,Michiel Huisman,Hera Hilmar,Josh Hartnett,Ben Kingsley,Paul Barrett,NA
/m/10005499-oliver_twist,2005,Oliver Twist,139,60.0,6.3,63,1987287,Roman Polanski,Ben Kingsley,Barney Clark,Leanne Rowe,Mark Strong (II),Jamie Foreman,Harry Eden
/m/ai_artificial_intelligence,2001,A.I.: Artificial Intelligence,190,73.0,6.6,64,NA,Steven Spielberg,Haley Joel Osment,Jude Law,Sam Robards,Jake Thomas,William Hurt,Ken Leung
/m/sexy_beast,2000,Sexy Beast,129,86.0,7.2,85,5972627,Jonathan Glazer,Ray Winstone,Ben Kingsley,Ian McShane,Amanda Redman,Cavan Kendall,Julianne White
/m/o_quinto_macaco_1990,1990,O Quinto Macaco,5,20.0,2.8,NA,NA,Éric Rochat,Ben Kingsley,Mika Lins,Vera Fischer,Silvia De Carvalho,Paulo Vinicius,Carlos Kroeber
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
/m/sound_of_thunder,2005,A Sound of Thunder,98,6.0,2.8,18,1717608,"Ben Kingsley, Peter Hyams",Edward Burns,Catherine McCormack,Ben Kingsley,Jemima Rooper,David Oyelowo,Wilifried Hochholdinger
/m/the_jungle_book_2016,2016,The Jungle Book,281,95.0,7.7,86,363995937,Jon Favreau,Neel Sethi,Neel Sethi,Bill Murray,Ben Kingsley,Idris Elba,Lupita Nyong'o
/m/turtle_diary,1985,Turtle Diary,10,90.0,7.7,71,NA,John Irvin,Glenda Jackson,Ben Kingsley,Richard Johnson,Michael Gambon,Rosemary Leach,Eleanor Bron
/m/winston_churchill_walking_with_destiny,2011,Winston Churchill: Walking With Destiny,5,60.0,5.5,40,NA,Richard Trank,Ben Kingsley,NA,NA,NA,NA,NA
/m/last_legion,2007,The Last Legion,55,16.0,4.1,34,125769808,Doug Lefler,Colin Firth,Ben Kingsley,Aishwarya Rai Bachchan,Peter Mullan,Kevin Mckidd,John Hannah
/m/the_dictator_2012,2012,The Dictator,212,57.0,5.9,44,57700000,Larry Charles,Sacha Baron Cohen,Anna Faris,Ben Kingsley,John C. Reilly,Sayed Badreya,Megan Fox
/m/without_a_clue,1988,Without a Clue,10,60.0,5.5,72,NA,Thom Eberhardt,Michael Caine,Ben Kingsley,Jeffrey Jones,Lysette Anthony,Matthew Sim,Paul Freeman
/m/bloodrayne,2006,BloodRayne,51,4.0,2.3,16,1550000,Uwe Boll,Kristanna Loken,Michael Madsen,Michelle Rodriguez,Ben Kingsley,Udo Kier,Matthew Davis
/m/prince_of_persia_sands_of_time,2010,Prince of Persia: The Sands of Time,217,36.0,5.0,58,90755643,Mike Newell,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina,Steve Toussaint,Toby Kebbell
/m/dave,1993,Dave  (1993),54,94.0,7.5,71,NA,Ivan Reitman,Kevin Kline,Sigourney Weaver,Frank Langella,Kevin Dunn,Ving Rhames,Ben Kingsley
/m/death_and_the_maiden,1995,Death and the Maiden,49,84.0,7.1,81,NA,Roman Polanski,Sigourney Weaver,Ben Kingsley,Stuart Wilson,Carlos Moreno,Krystia Mova,Jonathan Vega
/m/1095351-1095351-what_planet_are_you_from,2000,What Planet Are You From?,77,42.0,5.0,28,NA,"Mike Nichols, Mike Nicholson",Garry Shandling,Annette Bening,John Goodman,Greg Kinnear,Ben Kingsley,Judy Greer
/m/cobb,1994,Cobb,47,64.0,6.4,59,NA,Ron Shelton,Tommy Lee Jones,Robert Wuhl,Lolita Davidovich,Lou Meyers,Stephen Mendillo,William Utay
/m/captain_america_the_first_avenger,2011,Captain America: The First Avenger,247,80.0,7.0,74,176636816,Joe Johnston,Chris Evans,Tommy Lee Jones,Hugo Weaving,Hayley Atwell,Sebastian Stan,Dominic Cooper
/m/mechanic_resurrection,2016,Mechanic: Resurrection,49,31.0,4.3,41,21203260,Dennis Gansel,Jason Statham,Jessica Alba,Tommy Lee Jones,Michelle Yeoh,Sam Hazeldine,John Cenatiempo
/m/1017818-rolling_thunder,1977,Rolling Thunder,13,85.0,6.9,78,NA,"John Flynn, John J. Flynn Jr.",William Devane,Tommy Lee Jones,Linda Haynes,Lisa Blake Richards,Dabney Coleman,Cassie Yates
/m/criminal_2016,2016,Criminal,117,30.0,4.4,47,NA,Ariel Vromen,Kevin Costner,Gary Oldman,Tommy Lee Jones,Ryan Reynolds,Robert Davi,Jordi Molla
/m/in_the_electric_mist,2009,In the Electric Mist,11,64.0,6.1,34,NA,Bertrand Tavernier,Tommy Lee Jones,John Goodman,Ned Beatty,Kelly Macdonald,Buddy Guy,Peter Sarsgaard
/m/harvard_beats_yale_29_29,2008,Harvard Beats Yale 29-29,36,92.0,7.5,74,NA,Kevin Rafferty,Tommy Lee Jones,Brian Dowling,Vic Gatto,Frank Champi,J.P. Goldsmith,Mike Bouscaren
/m/black_moon_rising,1986,Black Moon Rising,10,30.0,3.8,23,NA,Harley Cokeliss,Tommy Lee Jones,Linda Hamilton,Richard Jaeckel,Lee Ving,William Sanderson,Keenan Wynn
/m/nate_and_hayes,1983,Nate and Hayes,5,0.0,3.7,60,NA,Ferdinand Fairfax,Tommy Lee Jones,Michael O'Keefe,Max Phipps,Jenny Seagrove,Grant Tilly,Peter Rowley
/m/man_of_the_house,2005,Man of the House,64,9.0,3.4,46,19118247,Stephen Herek,Tommy Lee Jones,Cedric the Entertainer,Christina Milian,Paula Garcés,Monica Keena,Vanessa Ferlito
/m/no_country_for_old_men,2007,No Country for Old Men,271,93.0,8.7,86,74223625,"Joel Coen, Ethan Coen",Tommy Lee Jones,Javier Bardem,Josh Brolin,Woody Harrelson,Kelly Macdonald,Garret Dillahunt
/m/1076267-volcano,1997,Volcano  (1997),41,46.0,5.1,31,NA,Mick Jackson,Tommy Lee Jones,Anne Heche,Don Cheadle,Jacqueline Kim,Keith David,John Corbett
/m/1002361-big_town,1987,The Big Town,7,57.0,5.4,35,NA,Ben Bolt,Matt Dillon,Tommy Lee Jones,Bruce Dern,Tom Skerritt,Diane Lane,Lee Grant
/m/1120843-hunted,2003,The Hunted,147,29.0,4.7,47,34195533,William Friedkin,Tommy Lee Jones,Benicio Del Toro,Connie Nielsen,Leslie Stefanson,John Finn,José Zúñiga
/m/natural_born_killers,1994,Natural Born Killers,35,46.0,5.7,81,NA,Oliver Stone,Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore,Rodney Dangerfield
/m/the-company-men,2011,The Company Men,162,67.0,6.4,55,4439063,John Wells,Tommy Lee Jones,Ben Affleck,Chris Cooper,Maria Bello,Rosemarie DeWitt,Kevin Costner
/m/space_cowboys,2000,Space Cowboys,119,78.0,6.7,53,NA,Clint Eastwood,Clint Eastwood,Tommy Lee Jones,James Garner,Donald Sutherland,James Cromwell,Marcia Gay Harden
/m/1048333-heaven_and_earth,1994,Heaven & Earth,19,42.0,5.1,72,NA,Oliver Stone,Tommy Lee Jones,Hiep Thi Le,Joan Chen,Dr. Haing S. Ngor,Debbie Reynolds,Dustin Nguyen
/m/emperor_2012,2013,Emperor,87,32.0,5.2,45,3345315,Peter Webber,Matthew Fox,Tommy Lee Jones,Eriko Hatsune,Toshiyuki Nishida,Masayoshi Haneda,Colin Moy
/m/1093614-double_jeopardy,1999,Double Jeopardy,84,25.0,4.4,61,NA,Bruce Beresford,Ashley Judd,Tommy Lee Jones,Bruce Greenwood,Annabeth Gish,Roma Maffia,Davenia McFadden
/m/house_of_cards_1992,1992,House of Cards,8,62.0,5.8,69,NA,Michael Lessac,Kathleen Turner,Tommy Lee Jones,Asha Menina,Shiloh Strong,Esther Rolle,Park Overall
/m/small_soldiers,1998,Small Soldiers,44,48.0,6.2,44,NA,Joe Dante,Gregory Smith,Denis Leary,Phil Hartman,David Cross,Jay Mohr,Kirsten Dunst
/m/stormy_monday,1988,Stormy Monday,15,73.0,6.7,48,NA,Mike Figgis,Melanie Griffith,Sean Bean,Sting,Tommy Lee Jones,James Cosmo,Mark Long
/m/three_burials_of_melquiades_estrada,2006,The Three Burials of Melquiades Estrada,140,85.0,7.5,81,4913407,Tommy Lee Jones,Tommy Lee Jones,Barry Pepper,Julio Cedillo,Julio Cesar Cedillo,Dwight Yoakam,January Jones
/m/us_marshals,1997,U.S. Marshals,33,27.0,5.0,53,NA,Stuart Baird,Tommy Lee Jones,Wesley Snipes,Robert Downey Jr.,Kate Nelligan,Joe Pantoliano,Irène Jacob
/m/back_roads,1981,Back Roads,9,44.0,5.7,38,NA,Martin Ritt,Sally Field,Tommy Lee Jones,David Keith,Miriam Colon,Michael Vincente Gazzo,Michael V. Gazzo
/m/fire_birds,1990,Fire Birds,21,10.0,3.0,35,NA,David Green,Nicolas Cage,Tommy Lee Jones,Sean Young,Bryan Kestner,Dale Dye,Mary Ellen Trainor
/m/blue-sky,1994,Blue Sky,19,74.0,6.4,58,NA,Tony Richardson,Jessica Lange,Tommy Lee Jones,Powers Boothe,Carrie Snodgress,Amy Locane,Chris O'Donnell
/m/love_story,1970,Love Story,23,57.0,5.8,75,NA,Arthur Hiller,Ali MacGraw,Ryan O'Neal,John Marley,Ray Milland,Katharine Balfour,Russell Nype
/m/under_siege,1992,Under Siege,25,76.0,6.2,62,NA,"Andy Romano, Colm Meaney, Damian Chapa, David McKnight, Erika Eleniak, Gary Busey, J.F. Lawton, Lee Hinton, Patrick O'Neal, Steven Seagal, Tommy Lee Jones, Troy Evans",Steven Seagal,Tommy Lee Jones,Gary Busey,Erika Eleniak,Colm Meaney,Patrick O'Neal
/m/1018862-shock_to_the_system,1990,A Shock to the System,13,77.0,6.9,64,NA,Jan Egleson,Michael Caine,Elizabeth McGovern,Peter Riegert,Swoosie Kurtz,Will Patton,Jenny Wright
/m/big_game_2015,2015,Big Game,83,77.0,6.1,34,17408,Jalmari Helander,Samuel L. Jackson,Onni Tommila,Felicity Huffman,Jim Broadbent,Jorma Tommila,Ray Stevenson
/m/long_kiss_goodnight,1996,The Long Kiss Goodnight,53,68.0,6.1,70,NA,Renny Harlin,Geena Davis,Samuel L. Jackson,Patrick Malahide,Craig Bierko,Brian Cox,David Morse
/m/swat,2003,S.W.A.T.,165,48.0,5.4,52,116643346,Clark Johnson,Samuel L. Jackson,Colin Farrell,Michelle Rodriguez,LL Cool J,Josh Charles,Jeremy Renner
/m/no_good_deed,2003,No Good Deed,11,27.0,4.2,25,NA,Bob Rafelson,Samuel L. Jackson,Milla Jovovich,Stellan Skarsgard,Doug Hutchison,Grace Zabriskie,Joss Ackland
/m/oldboy_2013,2013,Oldboy,141,41.0,5.2,37,1227546,Spike Lee,Josh Brolin,Elizabeth Olsen,Sharlto Copley,James Ransone,Samuel L. Jackson,Michael Imperioli
/m/10009635-soul_men,2008,Soul Men,98,45.0,5.0,58,11966888,Malcolm D. Lee,Samuel L. Jackson,Bernie Mac,Sharon Leal,Adam Herschman,Sean Hayes,Affion Crockett
/m/betsys_wedding,1990,Betsy's Wedding,10,50.0,5.3,40,NA,Alan Alda,Molly Ringwald,Alan Alda,Anthony LaPaglia,Madeline Kahn,Joey Bishop,Catherine O'Hara
/m/kite_2014,2014,Kite,14,0.0,2.8,18,NA,Ralph Ziman,India Eisley,Callan McAuliffe,Samuel L. Jackson,Carl Beukes,Deon Lotz,Jaco Muller
/m/one_eight_seven,1997,One Eight Seven,27,30.0,5.2,67,NA,Kevin Reynolds,Samuel L. Jackson,John Heard,Kelly Rowan,Clifton Collins Jr.,Tony Plana,Karina Arroyave
/m/1408,2007,1408,171,79.0,6.7,61,71912310,Mikael Håfström,John Cusack,Samuel L. Jackson,Mary McCormack,Tony Shalhoub,Jasmine Jessica Anthony,Christopher Carey
/m/cell_2016,2016,Cell,47,11.0,3.9,17,NA,Tod Williams,John Cusack,Samuel L. Jackson,Isabelle Fuhrman,Stacy Keach,Owen Teague,Alex ter Avest
/m/black_snake_moan,2007,Black Snake Moan,159,67.0,6.4,69,9262318,Craig Brewer,Samuel L. Jackson,Christina Ricci,Stephanie Allain,S. Epatha Merkerson,John Singleton,Justin Timberlake
/m/eddie_murphy_raw,1987,Eddie Murphy: Raw,21,81.0,6.3,85,NA,Robert Townsend,Pat Golden,Eddie Murphy,Samuel L. Jackson,Tatyana Ali,Gwen McGee,Basil Wallace
/m/white_sands,1992,White Sands,15,47.0,5.0,42,NA,Roger Donaldson,Willem Dafoe,Mary Elizabeth Mastrantonio,Mickey Rourke,Samuel L. Jackson,M. Emmet Walsh,James Rebhorn
/m/kong_skull_island,2017,Kong: Skull Island,289,76.0,6.5,71,167986460,Jordan Vogt-Roberts,Tom Hiddleston,Samuel L. Jackson,John Goodman,Brie Larson,John C. Reilly,Tian Jing
/m/zambezia,2013,Adventures in Zambezia,6,17.0,5.2,41,1038657,Wayne Thornley,Abigail Breslin,Jeff Goldblum,Samuel L. Jackson,Richard E. Grant,Jenifer Lewis,NA
/m/strictly_business,1991,Strictly Business,10,10.0,4.4,56,NA,Kevin Hooks,Tommy Davidson,Joseph C. Phillips,Anne-Marie Johnson,David Marshall Grant,Anne-Marie Johnson,Jon Cypher
/m/iron_man_2,2010,Iron Man 2,277,73.0,6.5,72,312057433,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Mickey Rourke,Sam Rockwell,Scarlett Johansson
/m/coach_carter,2005,Coach Carter,146,65.0,6.1,85,67169549,Thomas Carter,Samuel L. Jackson,Rob Brown (VI),Robert Ri'chard,Rick Gonzalez,Nana Gbewonyo,Antwon Tanner
/m/chi_raq,2015,Chi-Raq,129,81.0,7.4,50,2647378,Spike Lee,Nick Cannon,Teyonah Parris,Wesley Snipes,Angela Bassett,Tony Fitzpatrick,Jennifer Hudson
/m/the_red_violin,1999,The Red Violin (Le Violon rouge),42,74.0,7.2,91,NA,François Girard,Samuel L. Jackson,Don McKellar,Carlo Cecchi,Irene Grazioli,Jean-Luc Bideau,Anita Laurenzi
/m/cleaner,2008,Cleaner,12,17.0,4.3,40,NA,Renny Harlin,Ed Harris,Samuel L. Jackson,Eva Mendes,Luis Guzman,Robert Forster,Keke Palmer
/m/resurrecting_the_champ,2007,Resurrecting the Champ,120,60.0,6.1,60,2930900,Rod Lurie,Samuel L. Jackson,Josh Hartnett,Kathryn Morris,Alan Alda,Rachel Nichols,David Paymer
